id,title,company,location,city,state,url,source,source_url,scraped_at,description,platform
RydersHealth_6452333711421772254,Infection Preventionist / Staff Development Nurse,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:17.306418,"Infection Preventionist / Staff Development Nurse
Ryders Health Management Our family taking care of yours",custom
RydersHealth_4360319610702907385,RN Supervisor (night shift),RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:17.639863,"RN Supervisor (night shift)
Douglas Manor",custom
RydersHealth_2658265041982871938,Dietary Aide,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:18.326489,"Dietary Aide
Mystic Healthcare",custom
RydersHealth_2764761438617106608,RN/LPN,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:18.675830,"RN/LPN
Mystic Healthcare",custom
RydersHealth_787208485097706651,MDS Reimbursement Manager,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:19.070992,"MDS Reimbursement Manager
Lord Chamberlain Nursing and Rehabilitation",custom
RydersHealth_8406807351748679784,Front Desk Receptionist,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:19.479737,"Front Desk Receptionist
Bel-Air Manor Our family taking care of yours",custom
RydersHealth_2113773519566997041,Occupational Therapist,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:19.882532,"Occupational Therapist
Mystic Healthcare",custom
RydersHealth_8447272603212372004,Physical Therapist,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:20.475526,"Physical Therapist
Greentree Manor",custom
RydersHealth_102261756912030065,Physical Therapy Assistant,RydersHealth,"Douglas Manor, LORD CHAMBERLAIN",Douglas Manor,LORD CHAMBERLAIN,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:21.004562,"Physical Therapy Assistant
Greentree Manor, Douglas Manor, Lord Chamberlain",custom
RydersHealth_3643747684760021561,CNA,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:21.573880,"CNA
Cheshire House",custom
RydersHealth_6528629700432432763,RN / LPN,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:22.279891,"RN / LPN
Cheshire House",custom
RydersHealth_6248720788168422768,Rehabilitation Aide,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:22.599130,"Rehabilitation Aide
Aaron Manor",custom
RydersHealth_3325958861718424408,LPN Wing Nurse,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:23.206265,"LPN Wing Nurse
Greentree Manor",custom
RydersHealth_2839798036936501245,Housekeeper,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:24.315797,"Housekeeper
Aaron Manor",custom
RydersHealth_6984960974108310094,Cook,RydersHealth,Location not specified,,,,RydersHealth,https://www.rydershealth.com/jobs/,2025-07-11T14:33:24.640525,"Cook
Bel-Air Manor",custom
National Healthcare Associates_2860598411088922847,Contact Us,National Healthcare Associates,Location not specified,,,https://c-13329-20230208-nhca-com.i.icims.com/contact/,National Healthcare Associates,https://careers-nathealthcare.icims.com/jobs/search?ss=1&searchRelation=keyword_all,2025-07-11T14:35:07.402374,"Life Happens Here.
Contact Us
About National
Career Opportunities
Find a Location
Contact Us
Admissions Application
Payment Sources
Compliance
Privacy Policy
Notice of Privacy Practices
ⓒ 2022 National Health Care Associates. All Rights Reserved.",icims
Northbridge Communities_9169509669042048284,Activities Assistant,Northbridge Communities,"Activities Assistant Wells, MAINE",Activities Assistant Wells,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/oHHrwfw5,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:11.937480,"Activities Assistant Wells, Maine",custom
Northbridge Communities_77433395756312784,Activities Assistant - Full-time,Northbridge Communities,"Activities Assistant - Full-time Wayland, MA",Activities Assistant - Full-time Wayland,MA,https://jobs.jobvite.com/northbridgecompanies/job/oClvwfwI,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:12.342062,"Activities Assistant - Full-time Wayland, Massachusetts",custom
Northbridge Communities_4945428869639683265,"Activities Assistant, Memory Care Part-time",Northbridge Communities,"Memory Care Part-time Westbrook, MAINE",Memory Care Part-time Westbrook,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/o4XtwfwK,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:12.688775,"Activities Assistant, Memory Care Part-time Westbrook, Maine",custom
Northbridge Communities_8165461771169983981,Activities/ Program Assistant,Northbridge Communities,"Activities/ Program Assistant Cape Elizabeth, MAINE",Activities/ Program Assistant Cape Elizabeth,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/oVsawfwN,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:13.105185,"Activities/ Program Assistant Cape Elizabeth, Maine",custom
Northbridge Communities_6811567288342354397,Activity Assistant - $1000 SIGN ON BONUS,Northbridge Communities,"Activity Assistant - $1000 SIGN ON BONUS Brunswick, MAINE",Activity Assistant - $1000 SIGN ON BONUS Brunswick,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/olSpwfwS,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:13.557325,"Activity Assistant - $1000 SIGN ON BONUS Brunswick, Maine",custom
Northbridge Communities_4180219885726596537,Activity Assistant Memory Care - Part-time,Northbridge Communities,"Activity Assistant Memory Care - Part-time Burlington, MA",Activity Assistant Memory Care - Part-time Burlington,MA,https://jobs.jobvite.com/northbridgecompanies/job/oA6ywfwu,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:13.945130,"Activity Assistant Memory Care - Part-time Burlington, Massachusetts",custom
Northbridge Communities_736512839708215274,Assistant Resident Engagement Director,Northbridge Communities,"Assistant Resident Engagement Director Brunswick, MAINE",Assistant Resident Engagement Director Brunswick,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/oDmvwfwK,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:14.354274,"Assistant Resident Engagement Director Brunswick, Maine",custom
Northbridge Communities_4855444886755465444,"Care Staff - PSS, CNA, CRMA",Northbridge Communities,"CRMA Cape Elizabeth, MAINE",CRMA Cape Elizabeth,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/oS3NvfwX,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:14.972947,"Care Staff - PSS, CNA, CRMA Cape Elizabeth, Maine",custom
Northbridge Communities_937158743360058329,CAREGIVER - EARN WHILE YOU LEARN,Northbridge Communities,"CAREGIVER - EARN WHILE YOU LEARN North Dartmouth, MA",CAREGIVER - EARN WHILE YOU LEARN North Dartmouth,MA,https://jobs.jobvite.com/northbridgecompanies/job/o3Cswfwn,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:15.510804,"CAREGIVER - EARN WHILE YOU LEARN North Dartmouth, Massachusetts",custom
Northbridge Communities_2477776406546383590,"Caregiver - No License/Certification Required, *New Increased Wages*",Northbridge Communities,"*New Increased Wages* Milford, NEW HAMPSHIRE",*New Increased Wages* Milford,NEW HAMPSHIRE,https://jobs.jobvite.com/northbridgecompanies/job/ocyswfws,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:15.945951,"Caregiver - No License/Certification Required, *New Increased Wages* Milford, New Hampshire",custom
Northbridge Communities_8253911851031527664,Caregiver Training Program - Earn While You Learn,Northbridge Communities,"Caregiver Training Program - Earn While You Learn Plymouth, MA",Caregiver Training Program - Earn While You Learn Plymouth,MA,https://jobs.jobvite.com/northbridgecompanies/job/oC1vwfwo,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:16.494054,"Caregiver Training Program - Earn While You Learn Plymouth, Massachusetts",custom
Northbridge Communities_6274230956216554836,"Caregiver Training Program - Earn while You Learn, we will certify you!",Northbridge Communities,"Caregiver Training Program - Earn while You Learn, WE",Caregiver Training Program - Earn while You Learn,WE,https://jobs.jobvite.com/northbridgecompanies/job/o2PvwfwC,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:16.904002,"Caregiver Training Program - Earn while You Learn, we will certify you! Burlington, Massachusetts",custom
Northbridge Communities_2767417221109330170,Caregiver-Earn while you Learn at NO cost to you!,Northbridge Communities,"Caregiver-Earn while you Learn at NO cost to you! Mashpee, MA",Caregiver-Earn while you Learn at NO cost to you! Mashpee,MA,https://jobs.jobvite.com/northbridgecompanies/job/oAIswfw0,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:17.296440,"Caregiver-Earn while you Learn at NO cost to you! Mashpee, Massachusetts",custom
Northbridge Communities_9053960870831248445,"CNA - Certified Nursing Assistant, PT",Northbridge Communities,"CNA - Certified Nursing Assistant, PT",CNA - Certified Nursing Assistant,PT,https://jobs.jobvite.com/northbridgecompanies/job/oMapwfwB,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:17.685471,"CNA - Certified Nursing Assistant, PT Simsbury, Connecticut",custom
Northbridge Communities_720863169842095815,CNA - HHA,Northbridge Communities,"CNA - HHA Wayland, MA",CNA - HHA Wayland,MA,https://jobs.jobvite.com/northbridgecompanies/job/oMlvwfwS,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:18.156773,"CNA - HHA Wayland, Massachusetts",custom
Northbridge Communities_5169015918693465450,"CNA - HHA Full-Time & Part-Time, All Shifts",Northbridge Communities,"All Shifts Plymouth, MA",All Shifts Plymouth,MA,https://jobs.jobvite.com/northbridgecompanies/job/oB1vwfwn,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:18.595998,"CNA - HHA Full-Time & Part-Time, All Shifts Plymouth, Massachusetts",custom
Northbridge Communities_2404949712725778170,CNA - HHA 3pm-11pm Full-Time,Northbridge Communities,"CNA - HHA 3pm-11pm Full-Time Marblehead, MA",CNA - HHA 3pm-11pm Full-Time Marblehead,MA,https://jobs.jobvite.com/northbridgecompanies/job/ooJtwfwQ,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:19.069553,"CNA - HHA 3pm-11pm Full-Time Marblehead, Massachusetts",custom
Northbridge Communities_4225041820652714586,CNA / HHA 3p-11p and 11p-7a,Northbridge Communities,"CNA / HHA 3p-11p and 11p-7a Mashpee, MA",CNA / HHA 3p-11p and 11p-7a Mashpee,MA,https://jobs.jobvite.com/northbridgecompanies/job/oO5ywfwH,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:19.534110,"CNA / HHA 3p-11p and 11p-7a Mashpee, Massachusetts",custom
Northbridge Communities_3858834660285343992,CNA / HHA - Full and Part-Time,Northbridge Communities,"CNA / HHA - Full and Part-Time Tewksbury, MA",CNA / HHA - Full and Part-Time Tewksbury,MA,https://jobs.jobvite.com/northbridgecompanies/job/o5WswfwJ,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:19.933921,"CNA / HHA - Full and Part-Time Tewksbury, Massachusetts",custom
Northbridge Communities_29367587543843639,CNA / HHA - Full-time Overnights,Northbridge Communities,"CNA / HHA - Full-time Overnights Needham, MA",CNA / HHA - Full-time Overnights Needham,MA,https://jobs.jobvite.com/northbridgecompanies/job/oZWswfwD,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:20.342862,"CNA / HHA - Full-time Overnights Needham, Massachusetts",custom
Northbridge Communities_7547998473886614069,CNA / HHA - Part-time,Northbridge Communities,"CNA / HHA - Part-time Andover, MA",CNA / HHA - Part-time Andover,MA,https://jobs.jobvite.com/northbridgecompanies/job/oi5ywfwb,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:20.734857,"CNA / HHA - Part-time Andover, Massachusetts",custom
Northbridge Communities_6972136206230540459,CNA/ PSS *Increased Shift Differentials $2-$5 per hour!,Northbridge Communities,"CNA/ PSS *Increased Shift Differentials $2-$5 per hour! Saco, MAINE",CNA/ PSS *Increased Shift Differentials $2-$5 per hour! Saco,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/oPsxwfw4,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:21.106330,"CNA/ PSS *Increased Shift Differentials $2-$5 per hour! Saco, Maine",custom
Northbridge Communities_6711565202257108365,CNA/ PSS - Day Shift,Northbridge Communities,"CNA/ PSS - Day Shift Westbrook, MAINE",CNA/ PSS - Day Shift Westbrook,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/opJwwfwU,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:21.468703,"CNA/ PSS - Day Shift Westbrook, Maine",custom
Northbridge Communities_6464405135734438151,CNA/ PSS - Work with a Great team!,Northbridge Communities,"CNA/ PSS - Work with a Great team! Westbrook, MAINE",CNA/ PSS - Work with a Great team! Westbrook,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/oSHwwfwl,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:21.943012,"CNA/ PSS - Work with a Great team! Westbrook, Maine",custom
Northbridge Communities_7246342857944546675,CNA/PSS Full Time,Northbridge Communities,"CNA/PSS Full Time Westbrook, MAINE",CNA/PSS Full Time Westbrook,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/ohQswfwP,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:22.366382,"CNA/PSS Full Time Westbrook, Maine",custom
Northbridge Communities_8642991917886378922,CNA/PSS Full-Time 10:00pm-6:30am,Northbridge Communities,"CNA/PSS Full-Time 10:00pm-6:30am Westbrook, MAINE",CNA/PSS Full-Time 10:00pm-6:30am Westbrook,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/oDuvwfwS,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:22.744333,"CNA/PSS Full-Time 10:00pm-6:30am Westbrook, Maine",custom
Northbridge Communities_8851517318761104933,CNA/PSS Per Diem,Northbridge Communities,"CNA/PSS Per Diem Westbrook, MAINE",CNA/PSS Per Diem Westbrook,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/oUKtwfwn,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:23.226276,"CNA/PSS Per Diem Westbrook, Maine",custom
Northbridge Communities_5104417854233558172,CNA/PSS /CRMA Per diem,Northbridge Communities,"CNA/PSS /CRMA Per diem Wells, MAINE",CNA/PSS /CRMA Per diem Wells,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/otFrwfwP,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:23.713457,"CNA/PSS /CRMA Per diem Wells, Maine",custom
Northbridge Communities_1070589548633594412,CNA/PSS/CRMA - First and Second Shift available,Northbridge Communities,"CNA/PSS/CRMA - First and Second Shift available Wells, MAINE",CNA/PSS/CRMA - First and Second Shift available Wells,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/o9ovwfwi,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:24.109870,"CNA/PSS/CRMA - First and Second Shift available Wells, Maine",custom
Northbridge Communities_279283788236567610,CRMA per diem,Northbridge Communities,"CRMA per diem Westbrook, MAINE",CRMA per diem Westbrook,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/obpvwfwl,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:24.485886,"CRMA per diem Westbrook, Maine",custom
Northbridge Communities_4125723730927530326,CRMA Weekend Baylor 6p -6:30a,Northbridge Communities,"CRMA Weekend Baylor 6p -6:30a Westbrook, MAINE",CRMA Weekend Baylor 6p -6:30a Westbrook,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/oJtvwfwX,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:24.934002,"CRMA Weekend Baylor 6p -6:30a Westbrook, Maine",custom
Northbridge Communities_7873569873244103029,CRMA/CNA/PSS per diem,Northbridge Communities,"CRMA/CNA/PSS per diem Westbrook, MAINE",CRMA/CNA/PSS per diem Westbrook,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/okIwwfwO,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:25.353715,"CRMA/CNA/PSS per diem Westbrook, Maine",custom
Northbridge Communities_1037243498208764949,Dining Room Supervisor,Northbridge Communities,"Dining Room Supervisor Simsbury, CT",Dining Room Supervisor Simsbury,CT,https://jobs.jobvite.com/northbridgecompanies/job/ooDmwfwD,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:25.790314,"Dining Room Supervisor Simsbury, Connecticut",custom
Northbridge Communities_6802478869473138174,Director of Memory Care and Community Programming-Assisted Living,Northbridge Communities,"Director of Memory Care and Community Programming-Assisted Living Wayland, MA",Director of Memory Care and Community Programming-Assisted Living Wayland,MA,https://jobs.jobvite.com/northbridgecompanies/job/o5gwwfw7,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:26.303931,"Director of Memory Care and Community Programming-Assisted Living Wayland, Massachusetts",custom
Northbridge Communities_7989102478796166354,Executive Director - Assisted Living,Northbridge Communities,"Executive Director - Assisted Living Tewksbury, MA",Executive Director - Assisted Living Tewksbury,MA,https://jobs.jobvite.com/northbridgecompanies/job/otHwwfwW,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:26.708524,"Executive Director - Assisted Living Tewksbury, Massachusetts",custom
Northbridge Communities_5384664816107268793,"HIRING ALL SHIFTS CNA/HHAs, Competitive Rates",Northbridge Communities,"Competitive Rates Plymouth, MA",Competitive Rates Plymouth,MA,https://jobs.jobvite.com/northbridgecompanies/job/oHEwwfw7,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:27.110701,"HIRING ALL SHIFTS CNA/HHAs, Competitive Rates Plymouth, Massachusetts",custom
Northbridge Communities_6922541389321328488,Housekeeper - Full-time,Northbridge Communities,"Housekeeper - Full-time Needham, MA",Housekeeper - Full-time Needham,MA,https://jobs.jobvite.com/northbridgecompanies/job/oy6ywfws,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:27.504342,"Housekeeper - Full-time Needham, Massachusetts",custom
Northbridge Communities_6589962502313685387,Kitchen Crew - No late nights! Culinary Aide,Northbridge Communities,"Kitchen Crew - No late nights! Culinary Aide Wells, MAINE",Kitchen Crew - No late nights! Culinary Aide Wells,MAINE,https://jobs.jobvite.com/northbridgecompanies/job/obovwfwk,Northbridge Communities,https://jobs.jobvite.com/northbridgecompanies/search?t=&c=&l=,2025-07-11T14:40:27.966695,"Kitchen Crew - No late nights! Culinary Aide Wells, Maine",custom
Orange Health Care Center_1442290064384272836,Registered Nurse,Orange Health Care Center,IN,,IN,http://orange-healthcare.com/website/publish/employment/employmentDetail.php?Registered-Nurse-101,Orange Health Care Center,http://orange-healthcare.com/website/publish/employment/employmentList.php?1,2025-07-11T14:57:21.671495,"Registered Nurse
Currently accepting resumes for enthusiastic Registered Nurses looking to work in a dynamic, team-centered environment ... [ more ]",custom
Orange Health Care Center_3605215054774752095,About Us,Orange Health Care Center,Location not specified,,,http://orange-healthcare.com/website/publish/about/index.php?2,Orange Health Care Center,http://orange-healthcare.com/website/publish/employment/employmentList.php?1,2025-07-11T14:57:22.120349,About Us,custom
Orange Health Care Center_1751772087140869953,Rehabilitation,Orange Health Care Center,Location not specified,,,http://orange-healthcare.com/website/publish/rehabilitation/index.php?2,Orange Health Care Center,http://orange-healthcare.com/website/publish/employment/employmentList.php?1,2025-07-11T14:57:22.588397,Rehabilitation,custom
Orange Health Care Center_9027970749875389121,Long Term Care,Orange Health Care Center,Location not specified,,,http://orange-healthcare.com/website/publish/longterm/index.php?2,Orange Health Care Center,http://orange-healthcare.com/website/publish/employment/employmentList.php?1,2025-07-11T14:57:23.073241,Long Term Care,custom
Orange Health Care Center_1177695959241567047,Contact Us,Orange Health Care Center,Location not specified,,,http://orange-healthcare.com/website/publish/contact/,Orange Health Care Center,http://orange-healthcare.com/website/publish/employment/employmentList.php?1,2025-07-11T14:57:23.581427,Contact Us,custom
Orange Health Care Center_9175797787295278227,Non-Discrimination,Orange Health Care Center,Location not specified,,,http://orange-healthcare.com/website/publish/about/index.php?Notices-9,Orange Health Care Center,http://orange-healthcare.com/website/publish/employment/employmentList.php?1,2025-07-11T14:57:24.023202,Non-Discrimination,custom
Orange Health Care Center_9175797787295278227,Language Assistance,Orange Health Care Center,Location not specified,,,http://orange-healthcare.com/website/publish/about/index.php?Notices-9,Orange Health Care Center,http://orange-healthcare.com/website/publish/employment/employmentList.php?1,2025-07-11T14:57:24.534086,Language Assistance,custom
Harbor Chase_8977507434401462188,Licensed Practical Nurse ( LPN ) PRN,Harbor Chase,"Palm Beach Gardens, FL",Palm Beach Gardens,FL,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=40d4b69f-1a06-4f12-aec9-1d224ff32432,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-11T14:59:00.837732,"Licensed Practical Nurse ( LPN ) PRN
Jul 10, 2025
Job Category: Resident Care-AL
Requisition Number: LICEN021411
Schedule: Part Time
Job Location Type: On-site




Palm Beach Gardens, FL 33418, USA





PRN LPN needed. Provides direct and individual nursing care to assigned residents based on nursing standards and under the supervision of the Director of Resident Care (DRC). Also maintains compliance with all state and federal regulations and the standards of HRA.",ultipro
Harbor Chase_6231736876815840159,Licensed Practical Nurse (LPN),Harbor Chase,"Coral Springs, FL",Coral Springs,FL,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=1fdda9d8-e6df-45aa-a258-9de7ac0835ca,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-11T14:59:01.111936,"Licensed Practical Nurse (LPN)
Jul 10, 2025
Job Category: Resident Care-AL
Requisition Number: LICEN021407
Schedule: Part Time




Coral Springs, FL 33065, USA





Please only apply if you have a flexible schedule and understand that you are expected to fill in shifts as needed to the best of your ability. We are seeking a per diem LPN candidate with experience in either Assisted Living, Skilled Nursing, or Home Health with ALF experience, and possesses a passion for helping seniors. The shifts...",ultipro
Harbor Chase_2595489119404209204,AL Medication Assistant,Harbor Chase,"Boynton Beach, FL",Boynton Beach,FL,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=65cc5858-3d20-4481-b98b-4d2fe500ac70,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-11T14:59:01.390854,"AL Medication Assistant
Jul 9, 2025
Job Category: Resident Care-AL
Requisition Number: ALMED021406
Schedule: Full Time




Boynton Beach, FL 33436, USA





A Medication Assistant, also known as a Certified Medication Aide (CMA) or Medication Technician, primarily administers medications to patients in a healthcare setting, under the supervision of a licensed nurse. They also play a crucial role in patient care by documenting medication administration, monitoring patient responses, and reporting...",ultipro
Harbor Chase_4405379956862148494,LPN LVN-AL,Harbor Chase,"Boynton Beach, FL",Boynton Beach,FL,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=dbf90243-4f9b-4ea0-80c7-c41e84cbd290,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-11T14:59:01.664505,"LPN LVN-AL
Jul 9, 2025
Job Category: Resident Care-AL
Requisition Number: LPNLV021405
Schedule: Full Time
Job Location Type: On-site




Boynton Beach, FL 33436, USA





Provides direct and individual nursing care to assigned residents based on nursing standards and under the supervision of the Director of Resident Care (DRC). Also maintains compliance with all state and federal regulations and the standards of HRA.",ultipro
Harbor Chase_3495703929749333008,Director of Sales,Harbor Chase,"Jacksonville, FL",Jacksonville,FL,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=23a50c18-3aca-4d6c-8acb-d0fe2c00e062,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-11T14:59:01.960683,"Director of Sales
Jul 8, 2025
Job Category: Marketing
Requisition Number: DIREC021403
Schedule: Full Time




Jacksonville, FL 32223, USA





The Director of Sales is responsible for managing occupancy development of the community, actively marketing the community by networking in the local community with residents, families, discharge planners, social service workers, local community business organizations and other referral sources.",ultipro
Harbor Chase_8608516294876232929,LVN,Harbor Chase,"Southlake, TX",Southlake,TX,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=5704e0a9-d72e-4c5e-adf2-03757d064c82,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-11T14:59:02.321529,"LVN
Jul 8, 2025
Job Category: Resident Care-AL
Requisition Number: LVN00021401
Schedule: Full Time
Job Location Type: On-site




Southlake, TX 760925236, USA





Provides direct and individual nursing care to assigned residents based on nursing standards and under the supervision of the Director of Resident Care (DRC). Also maintains compliance with all state and federal regulations and the standards of HRA.",ultipro
